uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
1430,PIONEERS of Australia Inc,Service Group,7.0,1931.0,VIC,,identity groups,39080211730.0,Active,PIONEERS OF AUSTRALIA INC,100.0
1431,Pistachio Growers Association Inc,Business association,0.0,1985.0,SA,agriculture forestry and fishing,business organization,24020078504.0,Active,PISTACHIO GROWERS ASSOCIATION INC,100.0
1432,Pistol Australia Inc,Leisure group,1.0,1956.0,ACT,,recreational,19183912970.0,Active,PISTOL AUSTRALIA INC,100.0
1433,Plan,Hybrid group,43.0,1971.0,VIC,,public interest,50491428826.0,Cancelled,@plan,100.0
1434,Planning Institute Australia,Professional group,15.0,1951.0,ACT,professional scientific and technical activities,occupational association,85337952932.0,Cancelled,PLANNING INSTITUTE AUSTRALIA,100.0
1435,Plastics and Chemicals Industries Association Inc,Business association,15.0,1994.0,VIC,manufacturing,business organization,77063335615.0,Active,PLASTICS & CHEMICALS INDUSTRIES ASSOCIATION INC,100.0
1436,Playgroup Australia,Citizen group,4.0,,QLD,,age,22512105603.0,Cancelled,PLAYGROUP AUSTRALIA INCORPORATED,100.0
1437,Police Federation of Australia,Professional group,4.0,,ACT,public administration and defence compulsory social security,occupational association,31384184778.0,Active,POLICE FEDERATION OF AUSTRALIA,100.0
1438,Police Insignia Collectors Association of Australia Inc,Leisure group,0.0,1984.0,NSW,,recreational,78004251325.0,Active,THE POLICE ASSOCIATION,91.0
1440,Polish Community Council,Citizen group,0.0,,QLD,,identity groups,79145157207.0,Active,POLISH COMMUNITY COUNCIL OF AUSTRALIA INCORPORATED,97.0
1441,Polish Ex-Servicemen's Association in Australia Inc,Leisure group,0.0,1954.0,QLD,,defence,22036324881.0,Cancelled,FOUNDATION OF THE POLISH EX-SERVICEMEN'S ASSOCIATION IN AUSTRALIA LIMITED,97.0
1442,Polocrosse Association of Australia,Leisure group,0.0,1946.0,ACT,,recreational,79813984764.0,Active,THE POLOCROSSE ASSOCIATION OF AUSTRALIA INCORPORATED,100.0
1443,Polycystic Ovarian Syndrome Association,Service Group,0.0,,NSW,,disabled and health advocacy,56387194743.0,Active,POLYCYSTIC OVARIAN SYNDROME ASSOCIATION OF AUSTRALIA INC.,97.0
1444,Pony Club Australia Inc,Leisure group,0.0,1950.0,SA,,public interest,95090080265.0,Active,PONY CLUB AUSTRALIA INC,100.0
1445,Ports Australia,Business association,3.0,,NSW,transportation and storage,business organization,35182209946.0,Cancelled,PORTS AUSTRALIA,100.0
1446,Post and Antenatal Depression Association Inc,Service Group,2.0,1985.0,VIC,,disabled and health advocacy,64063647374.0,Active,POST & ANTENATAL DEPRESSION ASSOCS INC,100.0
1447,Potato Processors Association of Australia,Business association,,1992.0,VIC,agriculture forestry and fishing,business organization,12321345903.0,Active,POTATO PROCESSORS ASSOCIATION OFAUSTRALIA,100.0
1448,Powerlifting Australia Ltd,Leisure group,1.0,1971.0,VIC,,recreational,68812929959.0,Active,POWERLIFTING AUSTRALIA INC,100.0
1449,Pregnancy Help Australia,Service Group,0.5,1979.0,NSW,,disabled and health advocacy,21131686425.0,Active,PREGNANCY HELP AUSTRALIA LTD,100.0
1450,Primary English Teachers Association Australia,Professional group,3.0,1972.0,NSW,education,occupational association,36002557075.0,Active,PRIMARY ENGLISH TEACHING ASSOCIATION AUSTRALIA,92.0
1452,Print Council of Australia Inc,Professional group,2.0,1966.0,VIC,professional scientific and technical activities,occupational association,52199195151.0,Active,PRINT COUNCIL OF AUSTRALIA INC,100.0
1453,Printing Industries Association of Australia,Business association,31.0,1924.0,NSW,information and communication,business organization,84720646451.0,Active,PRINTING INDUSTRIES ASSOCIATION OF AUSTRALIA,100.0
1455,Private Healthcare Australia,Business association,1.5,1971.0,ACT,human health and social work activities,business organization,35008621994.0,Active,PRIVATE HEALTHCARE AUSTRALIA,100.0
1456,Private Treaty Wool Merchants of Australia Inc,Business association,0.0,,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,44672992152.0,Active,PRIVATE TREATY WOOL MERCHANTS OF AUSTRALIA INC,100.0
1457,Professional Golfers Association of Australia Ltd,Professional group,52.0,1911.0,VIC,arts entertainmnent and recreation,occupational association,82002829058.0,Cancelled,PROFESSIONAL GOLFERS ASSOC OF AUSTRALIA LTD,100.0
1458,Professional Squash Coaches Association of Australia Inc,Professional group,0.0,1975.0,VIC,arts entertainmnent and recreation,occupational association,24660797706.0,Active,PROFESSIONAL SQUASH COACHES ASSOCIATION OF AUSTRALIA,100.0
1459,Professional Tour Guide Association of Australia Inc,Professional group,5.0,1984.0,VIC,administrative and support service activities,occupational association,54044264602.0,Active,THE PROFESSIONAL TOUR GUIDE ASSOCIATIO OF AUSTRALIA INC,100.0
1460,Professions Australia,Professional group,1.0,1970.0,ACT,professional scientific and technical activities,occupational association,20059999914.0,Active,PROFESSIONS AUSTRALIA,100.0
1461,Project Respect,Citizen group,3.0,1998.0,VIC,,gender,41909510696.0,Active,PROJECT RESPECT INCORPORATED,100.0
1462,Property Council of Australia,Business association,80.0,1969.0,NSW,real estate activities,business organization,13008474422.0,Active,PROPERTY COUNCIL OF AUSTRALIA LIMITED,100.0
1463,Property Funds Association of Australia,Business association,1.0,1999.0,VIC,real estate activities,business organization,18249875477.0,Active,PROPERTY FUNDS ASSOCIATION OF AUSTRALIA INC.,100.0
1464,Property Investors Association of Australia,Professional group,,2002.0,NSW,real estate activities,occupational association,21093872051.0,Active,PROPERTY INVESTMENT ASSOCIATION OF AUSTRALIA LTD,100.0
1465,Proportional Representation Society of Australia,Citizen group,0.0,1983.0,ACT,,public interest,31010090247.0,Active,PROPORTIONAL REPRESENTATION SOCIETY OF AUSTRALIA (VICTORIA - TASMANIA) INC.,94.0
1466,Prosper Australia Inc,Citizen group,0.0,2004.0,VIC,,public interest,31094419191.0,Cancelled,PROSPER AUST PTY LTD,100.0
1467,Prostate Cancer Foundation of Australia,Hybrid group,19.0,1996.0,NSW,,disabled and health advocacy,42073253924.0,Active,PROSTATE CANCER FOUNDATION AUST,100.0
1468,Protected Cropping Australia,Business association,0.5,1990.0,NSW,agriculture forestry and fishing,business organization,39441355856.0,Active,PROTECTED CROPPING AUSTRALIA,100.0
1470,Public Health Association of Australia Inc,Citizen group,5.0,1993.0,ACT,,disabled and health advocacy,41062894473.0,Active,PUBLIC HEALTH ASSOCIATION OF AUSTRALIA INC,100.0
1471,Public Relations Institute of Australia,Professional group,6.0,1949.0,NSW,professional scientific and technical activities,occupational association,85066451732.0,Active,PUBLIC RELATIONS INSTITUTE OF AUSTRALIA,100.0
1472,Publishers Australia,Business association,1.0,1964.0,NSW,information and communication,business organization,68003983640.0,Cancelled,PUBLISHERS AUSTRALIA,100.0
1474,Puffing Billy Preservation Society,Leisure group,16.0,1955.0,QLD,,recreational,79004621505.0,Active,PUFFING BILLY PRESERVATION SOCIETY,100.0
1475,Pulse Australia,Business association,5.0,,VIC,agriculture forestry and fishing,business organization,71070440087.0,Active,PULSE AUSTRALIA LIMITED,100.0
1476,Pump Industry Australia Inc,Business association,0.0,1976.0,NSW,manufacturing,business organization,77192244534.0,Active,PUMP INDUSTRY AUSTRALIA INC,100.0
1477,Rail Track Association Australia,Business association,0.5,1971.0,NSW,transportation and storage,business organization,76229668036.0,Cancelled,RAIL TRACK ASSOCIATION AUSTRALIA,100.0
1478,Raspberries and Blackberries Australia Inc,Business association,0.5,,VIC,agriculture forestry and fishing,business organization,42861675811.0,Active,RASPBERRIES AND BLACKBERRIES AUSTRALIA INCORPORATED,100.0
1479,Rationalist Society of Australia,Citizen group,2.0,1925.0,VIC,,public interest,41853904693.0,Active,RATIONALIST SOCIETY OF AUSTRALIA,100.0
1480,Real Estate Institute of Australia,Professional group,5.0,1924.0,ACT,real estate activities,occupational association,81008652597.0,Active,REAL ESTATE INSTITUTE OF AUSTRALIA LTD,100.0
1481,Reconciliation Australia,Citizen group,,2000.0,QLD,,identity groups,76092919769.0,Active,RECONCILIATION AUSTRALIA LIMITED,100.0
1482,Red Meat Advisory Council Ltd,Business association,1.0,1998.0,ACT,accommodation and food service activities,business organization,44083193891.0,Active,RED MEAT ADVISORY COUNCIL LIMITED,100.0
1483,Redkite,Service Group,,1983.0,NSW,,disabled and health advocacy,65104710787.0,Active,REDKITE,100.0
1484,Refrigerants Australia,Business association,,,ACT,manufacturing,business organization,11089445723.0,Active,REFRIGERANTS AUSTRALIA LIMITED,100.0
1485,Refrigerated Warehouse and Transport Association of Australia Ltd,Business association,1.0,1928.0,VIC,transportation and storage,business organization,63061391179.0,Active,REFRIGERATED WAREHOUSE & TRANSPORT ASSOCIATION OF AUSTRALIA LTD.,100.0
1486,Refugee Council of Australia,Citizen group,1.5,1981.0,NSW,,public interest,87956673083.0,Active,REFUGEE COUNCIL OF AUSTRALIA,100.0
1487,Regional Aviation Association of Australia,Business association,1.0,1980.0,ACT,transportation and storage,business organization,23008568054.0,Active,REGIONAL AVIATION ASSOCIATION OF AUSTRALIA LIMITED,100.0
1488,RELATEWELL (Family Relationships Institute Inc),Hybrid group,3.0,1978.0,VIC,,social welfare and poor,26497501316.0,Active,FAMILY RELATIONSHIPS INSTITUTE INC,97.0
1489,Relationships Australia,Service Group,3.0,1952.0,ACT,,social welfare and poor,73000509982.0,Active,RELATIONSHIPS AUSTRALIA,100.0
1490,Religious Society of Friends in Australia Inc,Leisure group,1.0,1964.0,QLD,,identity groups,16036715933.0,Active,RELIGIOUS SOCIETY OF FRIENDS (QUAKERS) IN AUST INC,97.0
1493,Research Australia,Business association,6,2001.0,VIC,professional scientific and technical activities,business organization,28095324379.0,Active,RESEARCH AUSTRALIA LIMITED,100.0
1494,Resources RTO,Business association,1.0,,QLD,mining and quarrying,business organization,31590891087.0,Active,Resources RTO Assoc Inc,97.0
1495,Restaurant and Catering Australia,Business association,4.0,1946.0,NSW,accommodation and food service activities,business organization,73080269905.0,Active,RESTAURANT & CATERING AUSTRALIA,100.0
1496,Retirement Village Association Ltd,Business association,6.0,1982.0,VIC,human health and social work activities,business organization,45107398391.0,Cancelled,RETIREMENT VILLAGE ASSOCIATION INC,100.0
1497,Rett Syndrome Association of Australia Inc,Service Group,0.0,1989.0,VIC,,disabled and health advocacy,55128238122.0,Active,RETT SYNDROME ASSOCIATION OF AUSTRALIA INCORPORATED,100.0
1498,Returned & Services League of Australia Ltd,Citizen group,3.0,1916.0,ACT,,defence,32630553767.0,Active,RETURNED PTY LTD,100.0
1499,Ricegrowers Association of Australia Inc,Business association,5.0,1930.0,NSW,agriculture forestry and fishing,business organization,65191537636.0,Active,RICEGROWERS ASSOCIATION OF AUSTRALIA,100.0
1500,Riding for the Disabled Association Ltd,Leisure group,2.0,2006.0,SA,,disabled and health advocacy,37380137441.0,Active,RIDING FOR THE DISABLED ASSOCIATION,100.0
1501,Right to Life Australia Inc,Citizen group,3.0,1980.0,VIC,,public interest,12774010375.0,Active,RIGHT TO LIFE AUSTRALIA,100.0
1502,Roadmarking Industry Association of Australia Ltd,Business association,2.0,1991.0,VIC,transportation and storage,business organization,25728820695.0,Cancelled,ROADMARKING INDUSTRY ASSOCIATION OF AUSTRALIA INC.,100.0
1503,Roads Australia,Business association,8.0,1951.0,VIC,transportation and storage,business organization,34834376172.0,Active,ROADS AUSTRALIA,100.0
1504,Rolls Royce Owners Club of Australia Inc,Leisure group,0.0,1956.0,NSW,,recreational,31584525670.0,Active,ROLLS-ROYCE OWNERS' CLUB OF AUSTRALIA,100.0
1505,Romance Writers of Australia,Professional group,0.0,1991.0,NSW,arts entertainmnent and recreation,occupational association,30075409728.0,Active,ROMANCE WRITERS OF AUSTRALIA INC,100.0
1506,Ronald McDonald House Charities,Service Group,,1985.0,NSW,,disabled and health advocacy,22003000806.0,Active,RONALD MCDONALD HOUSE CHARITIES,100.0
1507,Rowing Australia,Leisure group,7.0,1925.0,ACT,,recreational,66701746235.0,Active,ROWING AUSTRALIA INCORPORATED,100.0
1508,Royal Australian Air Force Association Inc,Leisure group,,1920.0,ACT,,defence,46358765237.0,Active,ROYAL AUSTRALIAN AIRFORCE ASSOCIATION,100.0
1509,Royal Australian Chemical Institute Inc,Professional group,3.0,1917.0,VIC,professional scientific and technical activities,occupational association,69030287244.0,Active,ROYAL AUSTRALIAN CHEMICAL INSTITUTE,100.0
1510,Royal Australian College of General Practitioners,Professional group,,1958.0,VIC,human health and social work activities,occupational association,34000223807.0,Active,THE ROYAL AUSTRALIAN COLLEGE OF GENERAL PRACTITIONERS,100.0
1511,Royal Australian Historical Society,Leisure group,3.0,1901.0,NSW,,recreational,91000027654.0,Active,ROYAL AUSTRALIAN HISTORICAL SOCIETY,100.0
1512,Royal Australian Regiment Association,Service Group,0.0,1972.0,QLD,,defence,59780169847.0,Active,ROYAL WESTEN AUSTRALIA REGIMENT ASSOCIATION (INC),97.0
1513,Royal College of Nursing Australia,Professional group,,1949.0,ACT,human health and social work activities,occupational association,69004271103.0,Active,ROYAL COLLEGE OF NURSING AUSTRALIA,100.0
1514,Royal Institute for Deaf and Blind Children,Service Group,,1860.0,NSW,,disabled and health advocacy,53443272865.0,Active,ROYAL INSTITUTE FOR DEAF AND BLIND CHILDREN,100.0
1515,Royal Life Saving Society Australia,Service Group,,1894.0,NSW,,recreational,71008594616.0,Active,ROYAL LIFE SAVING SOCIETY - AUSTRALIA,100.0
1517,RPH Australia,Business association,,,NSW,human health and social work activities,business organization,99882516319.0,Active,RPH AUSTRALIA,100.0
1518,RSPCA Australia Inc,Citizen group,14.0,1980.0,ACT,,public interest,99668654249.0,Active,RSPCA AUSTRALIA,100.0
1519,Rural Doctors Association of Australia,Professional group,5.0,1991.0,ACT,human health and social work activities,occupational association,57062176863.0,Active,RURAL DOCTORS ASSOCIATION OF AUSTRALIA LIMITED,100.0
1520,Rural Health Workforce Australia,Institutional group,,2000.0,VIC,human health and social work activities,health,60094976682.0,Active,RURAL HEALTH WORKFORCE AUSTRALIA,100.0
1521,Safety Institute of Australia Inc,Professional group,2.0,1948.0,VIC,administrative and support service activities,occupational association,96109531809.0,Cancelled,SAFETY INSTITUTE OF AUSTRALIA INCORPORATED,100.0
1522,SANE Australia,Hybrid group,32.0,1985.0,SA,,disabled and health advocacy,92006533606.0,Active,SANE AUSTRALIA,100.0
1523,Santa Gertrudis Breeders Association,Business association,8.0,1955.0,QLD,agriculture forestry and fishing,business organization,31001241532.0,Active,SANTA GERTRUDIS BREEDERS AUST ASSN,97.0
1524,Save the Children Australia,Hybrid group,1000.0,1919.0,VIC,,social welfare and poor,79685451696.0,Active,SAVE THE CHILDREN AUSTRALIA,100.0
1525,Scarlet Alliance - Australian Sex Workers Association Inc,Business association,,1989.0,NSW,human health and social work activities,business organization,86612112065.0,Active,SCARLET ALLIANCE-AUSTRALIAN SEX WORKERS ASSOCIATION,100.0
1526,School Sport Australia,Leisure group,1.0,1981.0,VIC,,recreational,61836861492.0,Active,SCHOOL SPORT AUSTRALIA,100.0
1527,Science and Technology Australia,Business association,2.0,1986.0,ACT,professional scientific and technical activities,business organization,44120098268.0,Cancelled,BEZEL SCIENCE AND TECHNOLOGY AUST. PTY LTD,97.0
1528,Science Industry Australia Ltd,Business association,1.0,2000.0,VIC,professional scientific and technical activities,business organization,61792378042.0,Active,SCIENCE INDUSTRY AUSTRALIA INCORPORATED,100.0
1529,Scleroderma Australia,Citizen group,1.0,2005.0,VIC,,disabled and health advocacy,27563622862.0,Active,SCLERODERMA AUSTRALIA INC,100.0
1530,Scout Association of Australia,Leisure group,10.0,1958.0,NSW,,age,80022825854.0,Cancelled,SCOUT ASSOCIATION OF AUSTRALIA,100.0
